reviewer_name,Review Title,Place of Review,Up Votes,Down Votes,Month,review_text,rating,Review_Title,Place_of_Review,Date_of_Review,Up_Votes,Down_Votes,review_title,place_of_review,Date_of_review,up_votes,Down_votes,sentiment,cleaned_review
Flipkart Customer,Good choice,"Certified Buyer, Osmanabad",0.0,0.0,Jul 2019,fastest delivery..nd products quality is ... adorableREAD MORE,5.0,,,,,,,,,,,1,fastest deliverynd product quality adorable
Flipkart Customer,Fair,"Certified Buyer, Bengaluru",0.0,0.0,Jul 2019,good productREAD MORE,5.0,,,,,,,,,,,1,good product
Arun Kumar RR,Worth every penny,"Certified Buyer, Bangalore",0.0,0.0,Jul 2019,Good one. Perfect 👌READ MORE,5.0,,,,,,,,,,,1,good one perfect
Divyansh Sharma,Good quality product,"Certified Buyer, Chandigarh",0.0,0.0,Jul 2019,superbREAD MORE,5.0,,,,,,,,,,,1,superb
Nupur  Dutt,Highly recommended,"Certified Buyer, Pathsala",0.0,0.0,Jul 2019,better thank local marketREAD MORE,5.0,,,,,,,,,,,1,better thank local market
Gideon  Rathnasingh ,Horrible,"Certified Buyer, Chengappalli",0.0,0.0,Jul 2019,Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,5.0,,,,,,,,,,,1,shuttle cork good genuinei verified yonex website
Jagadam Pranvesh ,Wonderful,"Certified Buyer, Palwancha",0.0,0.0,Jul 2019,suparREAD MORE,5.0,,,,,,,,,,,1,supar
Kothapalli Ravi Kumar,Very Good,"Certified Buyer, Narsipatnam",0.0,0.0,Jul 2019,looking gud but not lasting .READ MORE,4.0,,,,,,,,,,,1,looking gud lasting
Jinu,Classy product,"Certified Buyer, Kollam",0.0,0.0,Jul 2019,Packing is not so good. The plastic cover is damaged.READ MORE,2.0,,,,,,,,,,,0,packing good plastic cover damaged
Flipkart Customer,Terrific purchase,"Certified Buyer, Wayanad District",0.0,0.0,Jul 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Fabulous!,"Certified Buyer, Honnali",0.0,0.0,Jul 2019,very goodREAD MORE,4.0,,,,,,,,,,,1,good
Rutakama Ray,Good,"Certified Buyer, Bengaluru",0.0,0.0,Jul 2019,I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,5.0,,,,,,,,,,,1,would give full star product great quality unfortunately next box bought one shuttle damaged
sudhanshu upadhyay,Worst experience ever!,"Certified Buyer, Vadodara",0.0,0.0,Jul 2019,Good product. Nice build qualityREAD MORE,4.0,,,,,,,,,,,1,good product nice build quality
Jobin  Alex,Highly recommended,"Certified Buyer, Kattappana",0.0,0.0,Jul 2019,niceREAD MORE,5.0,,,,,,,,,,,1,nice
ASHUTOSH KUMAR PANDEY,Classy product,"Certified Buyer, Nagpur",0.0,0.0,Jul 2019,It's not a good product..READ MORE,1.0,,,,,,,,,,,0,good product
Flipkart Customer,Terrific purchase,"Certified Buyer, Hamirpur District",0.0,0.0,Jul 2019,Quality is goodREAD MORE,5.0,,,,,,,,,,,1,quality good
Neeraj Rohilla,Highly recommended,"Certified Buyer, Samalkha",0.0,0.0,Jul 2019,goodREAD MORE,4.0,,,,,,,,,,,1,good
Puran Chand,Must buy!,"Certified Buyer, Gurgaon",0.0,0.0,Jul 2019,Nice productREAD MORE,5.0,,,,,,,,,,,1,nice product
syedadnan Hussain,Excellent,"Certified Buyer, Hyderabad",0.0,0.0,Jul 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Dachepally ,Good,"Certified Buyer, Hyderabad",0.0,0.0,Jul 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Worth every penny,"Certified Buyer, Venkatagiri",0.0,0.0,Jul 2019,very good .nice quality .READ MORE,5.0,,,,,,,,,,,1,good nice quality
Rickson Carl,Great product,"Certified Buyer, Bengaluru",0.0,0.0,Jul 2019,quality not seems good. breaks after one day playREAD MORE,1.0,,,,,,,,,,,0,quality seems good break one day play
Flipkart Customer,Worth the money,"Certified Buyer, Bengaluru",0.0,0.0,Jul 2019,superbREAD MORE,5.0,,,,,,,,,,,1,superb
Flipkart Customer,Good choice,"Certified Buyer, Sirohi District",0.0,0.0,Jul 2019,Nice item....get the same item as exceptedREAD MORE,5.0,,,,,,,,,,,1,nice itemget item excepted
My Account,Super!,"Certified Buyer, Aurangabad",0.0,0.0,Jul 2019,best green cupREAD MORE,5.0,,,,,,,,,,,1,best green cup
Amit Ajjappa,Just wow!,"Certified Buyer, Bengaluru",0.0,0.0,Jul 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Gurpreet Nanda,Must buy!,"Certified Buyer, New Delhi",0.0,0.0,Jul 2019,very slow shuttles not good as per market.READ MORE,5.0,,,,,,,,,,,1,slow shuttle good per market
Ankit yadav,Fabulous!,"Certified Buyer, Jaisalmer",0.0,0.0,Jun 2019,Good BoyREAD MORE,5.0,,,,,,,,,,,1,good boy
Abin Augusthy,Wonderful,"Certified Buyer, Ernakulam",0.0,0.0,Jun 2019,rotine gameREAD MORE,5.0,,,,,,,,,,,1,rotine game
Flipkart Customer,Best in the market!,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Kranthi  Kumar,Good quality product,"Certified Buyer, Kurnool",0.0,0.0,Jun 2019,Very goodREAD MORE,5.0,,,,,,,,,,,1,good
Anup  Chasa,Worth the money,"Certified Buyer, Agartala",0.0,0.0,Jun 2019,Good productREAD MORE,4.0,,,,,,,,,,,1,good product
Puspa Mohanty ,Classy product,"Certified Buyer, Kullu",0.0,0.0,Jun 2019,good productREAD MORE,4.0,,,,,,,,,,,1,good product
Flipkart Customer,Good choice,"Certified Buyer, Ratangarh",0.0,0.0,Jun 2019,amazing quality.worth every penny 🔥🔥READ MORE,5.0,,,,,,,,,,,1,amazing qualityworth every penny
Flipkart Customer,Value-for-money,"Certified Buyer, Mathura District",0.0,0.0,Jun 2019,excellent flight. slow as mentioned. recommended for beginners.READ MORE,5.0,,,,,,,,,,,1,excellent flight slow mentioned recommended beginner
Aatish Mittal,Did not meet expectations,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,superb qualityREAD MORE,5.0,,,,,,,,,,,1,superb quality
Flipkart Customer,Highly recommended,"Certified Buyer, Rewari",0.0,0.0,Jun 2019,Long lasting.READ MORE,5.0,,,,,,,,,,,1,long lasting
Santhosh Kumar,Waste of money!,"Certified Buyer, Bangalore",0.0,0.0,Jun 2019,superb!READ MORE,5.0,,,,,,,,,,,1,superb
saran raj,Excellent,"Certified Buyer, Namakkal",0.0,0.0,Jun 2019,GOOD PRODUCTREAD MORE,4.0,,,,,,,,,,,1,good product
Anjali Singh,Worth the money,"Certified Buyer, Gorakhpur",0.0,0.0,Jun 2019,good productREAD MORE,5.0,,,,,,,,,,,1,good product
Hardik Agarwal,Very Good,"Certified Buyer, Jhansi",0.0,0.0,Jun 2019,Its good productREAD MORE,4.0,,,,,,,,,,,1,good product
Flipkart Customer,Don't waste your money,"Certified Buyer, Bangalore",0.0,0.0,Jun 2019,Nice productREAD MORE,4.0,,,,,,,,,,,1,nice product
Viru Singh,Wonderful,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,nice as usualREAD MORE,5.0,,,,,,,,,,,1,nice usual
Flipkart Customer,Worth every penny,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,very niceREAD MORE,4.0,,,,,,,,,,,1,nice
Flipkart Customer,Worth every penny,"Certified Buyer, Shravanabelgola",0.0,0.0,Jun 2019,Its really good lasts longer than i expectedREAD MORE,4.0,,,,,,,,,,,1,really good last longer expected
Flipkart Customer,Really Nice,"Certified Buyer, Pondicherry",0.0,0.0,Jun 2019,worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,1.0,,,,,,,,,,,0,worst product got squeezed box shuttle replacement got damaged product
Sanket Umredkar,Good,"Certified Buyer, Dapoli",0.0,0.0,Jun 2019,niceREAD MORE,5.0,,,,,,,,,,,1,nice
ANEESH  TS,Just okay,"Certified Buyer, Kollam District",0.0,0.0,Jun 2019,Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,1.0,,,,,,,,,,,0,quality shuttle seems bad didnt even last game change two shuttle hour play
Anosh Mahendrappa,Highly recommended,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,Good price only too muchREAD MORE,5.0,,,,,,,,,,,1,good price much
Vinod Reddy,Awesome,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,good quality nice productREAD MORE,4.0,,,,,,,,,,,1,good quality nice product
Chowdam Prathap,Decent product,"Certified Buyer, Veparala",0.0,0.0,Jun 2019,Satisfied with the product qualityREAD MORE,4.0,,,,,,,,,,,1,satisfied product quality
Flipkart Customer,Good quality product,"Certified Buyer, Renukoot",0.0,0.0,Jun 2019,poor qualityREAD MORE,1.0,,,,,,,,,,,0,poor quality
Kunal Sawalakhe,Awesome,"Certified Buyer, Wardha",0.0,0.0,Jun 2019,Best for intermediate playersREAD MORE,4.0,,,,,,,,,,,1,best intermediate player
Flipkart Customer,Mind-blowing purchase,"Certified Buyer, Chennai",0.0,0.0,Jun 2019,NiceREAD MORE,5.0,,,,,,,,,,,1,nice
Flipkart Customer,Wonderful,"Certified Buyer, Jamnagar District",0.0,0.0,Jun 2019,superREAD MORE,5.0,,,,,,,,,,,1,super
Shahzaib Fardeen,Must buy!,"Certified Buyer, Vaniyambadi",0.0,0.0,Jun 2019,Overall niceREAD MORE,4.0,,,,,,,,,,,1,overall nice
Naga Phanindra,Terrific,"Certified Buyer, Pedatadepalli",0.0,0.0,Jun 2019,good productREAD MORE,5.0,,,,,,,,,,,1,good product
Flipkart Customer,Delightful,"Certified Buyer, Tiruttani",0.0,0.0,Jun 2019,Very good.READ MORE,5.0,,,,,,,,,,,1,good
Naren,Wonderful,"Certified Buyer, Bangalore",0.0,0.0,Jun 2019,goodREAD MORE,4.0,,,,,,,,,,,1,good
M S Champia,Value-for-money,"Certified Buyer, Dhanbad",0.0,0.0,Jun 2019,Very good quality shuttleREAD MORE,5.0,,,,,,,,,,,1,good quality shuttle
Flipkart Customer,Good choice,"Certified Buyer, New Delhi",0.0,0.0,Jun 2019,Best packingREAD MORE,5.0,,,,,,,,,,,1,best packing
Laxmi Narayan  Roy,Awesome,"Certified Buyer, Rangapara",0.0,0.0,Jun 2019,AwesomeREAD MORE,5.0,,,,,,,,,,,1,awesome
Flipkart Customer,Terrific purchase,"Certified Buyer, Anantapur District",0.0,0.0,Jun 2019,its same as the retailer shop .. we need not to go to shop & buy itREAD MORE,5.0,,,,,,,,,,,1,retailer shop need go shop buy
Kabindra Singh Bisht,Does the job,"Certified Buyer, Jamnagar",0.0,0.0,Jun 2019,Best for daily play👌READ MORE,4.0,,,,,,,,,,,1,best daily play
Adarsh  Verma,Wonderful,"Certified Buyer, Vellore",0.0,0.0,Jun 2019,very good productREAD MORE,4.0,,,,,,,,,,,1,good product
Flipkart Customer,Value-for-money,"Certified Buyer, Chennai",0.0,0.0,Jun 2019,excellent design and lifespanREAD MORE,5.0,,,,,,,,,,,1,excellent design lifespan
Pankajj Arora,Decent product,"Certified Buyer, Ghaziabad",0.0,0.0,Jun 2019,GoodREAD MORE,4.0,,,,,,,,,,,1,good
Rahul Suman,Fabulous!,"Certified Buyer, Bagicha",0.0,0.0,Jun 2019,GoodREAD MORE,5.0,,,,,,,,,,,1,good
Yenni Naresh,Good quality product,"Certified Buyer, Palakonda",0.0,0.0,Jun 2019,good as always...READ MORE,4.0,,,,,,,,,,,1,good always
Flipkart Customer,Not recommended at all,"Certified Buyer, Pimpri Chinchwad",0.0,0.0,Jun 2019,goodREAD MORE,4.0,,,,,,,,,,,1,good
Mayur Shukla,Just wow!,"Certified Buyer, Pune",0.0,0.0,Jun 2019,u can buy its a good productREAD MORE,4.0,,,,,,,,,,,1,u buy good product
Abhishek Singh,Awesome,"Certified Buyer, Mumbai",0.0,0.0,Jun 2019,Excellent productREAD MORE,5.0,,,,,,,,,,,1,excellent product
Juneeth Panjri,Mind-blowing purchase,"Certified Buyer, Mumbai",0.0,0.0,Jun 2019,quality item&very good packingREAD MORE,5.0,,,,,,,,,,,1,quality itemvery good packing
lakshmana sarvagna pasupuleti,Best in the market!,"Certified Buyer, Markapur",0.0,0.0,Jun 2019,nice product.quick delivery.READ MORE,5.0,,,,,,,,,,,1,nice productquick delivery
Vinay Kushwaha,Good quality product,"Certified Buyer, Majgaon",0.0,0.0,Jun 2019,"Average quality, in 6 shuttles only 3 are goodREAD MORE",4.0,,,,,,,,,,,1,average quality shuttle good
Kushal Jaiswal,Packing was not good.,"Certified Buyer, Greater Noida",0.0,0.0,Jun 2019,NiceREAD MORE,5.0,,,,,,,,,,,1,nice
Gurdyal Arora,Worst experience ever!,"Certified Buyer, Ludhiana",0.0,0.0,Jun 2019,NiceREAD MORE,4.0,,,,,,,,,,,1,nice
Darshan  Jain,Just wow!,"Certified Buyer, Jamkhandi",0.0,0.0,Jun 2019,Pathetic qualityREAD MORE,1.0,,,,,,,,,,,0,pathetic quality
Flipkart Customer,Did not meet expectations,"Certified Buyer, Puruliya",0.0,0.0,Jun 2019,"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",5.0,,,,,,,,,,,1,original product yonex im able authenticate sunrise portalbest shuttle indian conditionstreamed travel correct balance durablefor beginner intermediate level start one
Disvin  Devassy,Terrific purchase,"Certified Buyer, Ernakulam",0.0,0.0,Jun 2019,GoodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Value-for-money,"Certified Buyer, Kolhapur District",0.0,0.0,Jun 2019,good delivery boyREAD MORE,5.0,,,,,,,,,,,1,good delivery boy
Gurivi Reddy,Pretty good,"Certified Buyer, Dharwad",0.0,0.0,Jun 2019,ExcellentREAD MORE,4.0,,,,,,,,,,,1,excellent
P Anjaneyulu,Worth every penny,"Certified Buyer, Gulbarga",0.0,0.0,Jun 2019,Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,5.0,,,,,,,,,,,1,excellent first ordered one box tried whether fake genuine product selected slow found genuine product long lasting playing shuttle till suggested court town playing shuttle buying flipkart go without hesitation
ULLAS K.U,Delightful,"Certified Buyer, Idukki District",0.0,0.0,Jun 2019,Packing is goodREAD MORE,4.0,,,,,,,,,,,1,packing good
Garv  Goyal ,Terrific purchase,"Certified Buyer, Mathura",0.0,0.0,Jun 2019,Yonex is greatREAD MORE,5.0,,,,,,,,,,,1,yonex great
Flipkart Customer,Nice product,"Certified Buyer, Muzaffarpur",0.0,0.0,Jun 2019,The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,5.0,,,,,,,,,,,1,packing product done properly mark request team take care future avoid damaging product
suneelkumar  Kumar ,Simply awesome,"Certified Buyer, Nellore",0.0,0.0,Jun 2019,Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,1.0,,,,,,,,,,,0,giving review week use dont buy product seems selling second grade defective product shuttle start rotate time difficult play patethic product
Sourav Mandal,Wonderful,"Certified Buyer, Panaji",0.0,0.0,Jun 2019,ExcellentREAD MORE,5.0,,,,,,,,,,,1,excellent
Hemang  Shah,Worth every penny,"Certified Buyer, Ahmedabad",0.0,0.0,Jun 2019,worst .......READ MORE,1.0,,,,,,,,,,,0,worst
rj,Worth every penny,"Certified Buyer, Thrissur District",0.0,0.0,Jun 2019,Good  Product... 🙂🙂🙂READ MORE,5.0,,,,,,,,,,,1,good product
Ambady VA,Worth every penny,"Certified Buyer, New Delhi",0.0,0.0,Jun 2019,nice...READ MORE,4.0,,,,,,,,,,,1,nice
Flipkart Customer,Good,"Certified Buyer, Pandhurna",0.0,0.0,Jun 2019,niceREAD MORE,4.0,,,,,,,,,,,1,nice
Umesh  Dash,Worthless,"Certified Buyer, Saraikela Kharsawan District",0.0,0.0,Jun 2019,very ecobomicalREAD MORE,5.0,,,,,,,,,,,1,ecobomical
Arun Kumar,Could be way better,"Certified Buyer, Namsai",0.0,0.0,Jun 2019,Damaged packREAD MORE,4.0,,,,,,,,,,,1,damaged pack
kabir  singh,Wonderful,"Certified Buyer, Panipat",0.0,0.0,Jun 2019,awesomeREAD MORE,5.0,,,,,,,,,,,1,awesome
Flipkart Customer,Really Nice,"Certified Buyer, Dakshina Kannada District",0.0,0.0,Jun 2019,good qualityREAD MORE,4.0,,,,,,,,,,,1,good quality
Prabir Kumar,Highly recommended,"Certified Buyer, Bengaluru",0.0,0.0,Jun 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Wonderful,"Certified Buyer, Vadalur",0.0,0.0,Jun 2019,Original product. Very happyREAD MORE,5.0,,,,,,,,,,,1,original product happy
Baljeet Singh,Mind-blowing purchase,"Certified Buyer, Amritsar",0.0,0.0,Jun 2019,NiceREAD MORE,5.0,,,,,,,,,,,1,nice
Koustav Ghosh,Not good,"Certified Buyer, Dhupguri",0.0,0.0,Jun 2019,these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,5.0,,,,,,,,,,,1,shuttle better quality bought local shop much difference price
Pravinth Krishnan,Super!,"Certified Buyer, Namakkal",0.0,0.0,Jun 2019,minREAD MORE,5.0,,,,,,,,,,,1,min
RAOSAHEB PATIL,Pretty good,"Certified Buyer, Hukeri",0.0,0.0,May 2019,Good product .. quick delivery .. impressive service..READ MORE,1.0,,,,,,,,,,,0,good product quick delivery impressive service
Deepak Mohapatra,Utterly Disappointed,"Certified Buyer, Bengaluru",0.0,0.0,May 2019,badREAD MORE,4.0,,,,,,,,,,,1,bad
Raj kumar Sprinter,Nice product,"Certified Buyer, Charkhi Dadri District",0.0,0.0,May 2019,Shuttle are very goodREAD MORE,4.0,,,,,,,,,,,1,shuttle good
Ram Tomar,Simply awesome,"Certified Buyer, Noida",0.0,0.0,May 2019,Its just goodREAD MORE,4.0,,,,,,,,,,,1,good
reddydeleepkumar Reddy,Simply awesome,"Certified Buyer, Eluru",0.0,0.0,May 2019,Good quality.. Original productREAD MORE,5.0,,,,,,,,,,,1,good quality original product
Abinash Panda,Classy product,"Certified Buyer, Bengaluru",0.0,0.0,May 2019,"Good product,. 👍READ MORE",4.0,,,,,,,,,,,1,good product
G.M Dar,Just wow!,"Certified Buyer, Sringar",0.0,0.0,May 2019,excellentREAD MORE,5.0,,,,,,,,,,,1,excellent
Abdul Samad,Decent product,"Certified Buyer, Eral",0.0,0.0,May 2019,poor qualityREAD MORE,2.0,,,,,,,,,,,0,poor quality
R Chhetri,Excellent,"Certified Buyer, Hyderabad",0.0,0.0,May 2019,Price too high.compare to our local shop.quality is not good.READ MORE,5.0,,,,,,,,,,,1,price highcompare local shopquality good
KRISHAN KUMAR SINGH,Classy product,"Certified Buyer, Vasco Da Gama",0.0,0.0,May 2019,"Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",4.0,,,,,,,,,,,1,expected good quality good one shuttle spinning issue
Chandu Radhakrishnan,Super!,"Certified Buyer, Kayamkulam",0.0,0.0,May 2019,It looks good but after use I will update about quality..READ MORE,4.0,,,,,,,,,,,1,look good use update quality
Azhar Mohd,Excellent,"Certified Buyer, Vidisha",0.0,0.0,May 2019,all the shuttle we're damaged.READ MORE,1.0,,,,,,,,,,,0,shuttle damaged
Flipkart Customer,Terrific,"Certified Buyer, Bade Bacheli",0.0,0.0,May 2019,best shuttlecockREAD MORE,4.0,,,,,,,,,,,1,best shuttlecock
Krishna  Gupta ,Awesome,"Certified Buyer, Delhi",0.0,0.0,May 2019,nice shulterREAD MORE,5.0,,,,,,,,,,,1,nice shulter
Rakesh Meena,Worth every penny,"Certified Buyer, Jhunjhunun District",0.0,0.0,May 2019,goodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Slightly disappointed,"Certified Buyer, Kalyan",0.0,0.0,May 2019,very nice productREAD MORE,5.0,,,,,,,,,,,1,nice product
nikita baskaran,Classy product,"Certified Buyer, Bangalore",0.0,0.0,May 2019,GoodREAD MORE,5.0,,,,,,,,,,,1,good
Sasi Kumar m,Highly recommended,"Certified Buyer, New Delhi",0.0,0.0,May 2019,GreatREAD MORE,5.0,,,,,,,,,,,1,great
kamal k,Delightful,"Certified Buyer, Vadodara",0.0,0.0,May 2019,superREAD MORE,5.0,,,,,,,,,,,1,super
Flipkart Customer,Wonderful,"Certified Buyer, Karwar",0.0,0.0,May 2019,GoodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Simply awesome,"Certified Buyer, Pithoragarh",0.0,0.0,May 2019,nice and rate reasonable....READ MORE,5.0,,,,,,,,,,,1,nice rate reasonable
Sachin Singh,Nice product,"Certified Buyer, Nivi",0.0,0.0,May 2019,superbREAD MORE,5.0,,,,,,,,,,,1,superb
Nishanth  Chandran,Wonderful,"Certified Buyer, Bangalore",0.0,0.0,May 2019,The product was as per the expectation.READ MORE,5.0,,,,,,,,,,,1,product per expectation
VIJAY KUMAR,Fabulous!,"Certified Buyer, Jaipur",0.0,2.0,May 2019,very goodREAD MORE,5.0,,,,,,,,,,,1,good
Amar jyoti  Sonowal,Value-for-money,"Certified Buyer, Guwahati",0.0,0.0,May 2019,quality is very poorREAD MORE,2.0,,,,,,,,,,,0,quality poor
Raveendra Singh,Super!,"Certified Buyer, New Delhi",0.0,0.0,May 2019,very goodREAD MORE,5.0,,,,,,,,,,,1,good
Suman Garai,Great product,"Certified Buyer, Bankura",0.0,0.0,May 2019,very good productREAD MORE,5.0,,,,,,,,,,,1,good product
VASU C,Classy product,"Certified Buyer, Uthangarai",0.0,0.0,May 2019,thanksREAD MORE,5.0,,,,,,,,,,,1,thanks
Flipkart Customer,Just okay,"Certified Buyer, Qasimpur Power House Colony",0.0,0.0,May 2019,good productREAD MORE,4.0,,,,,,,,,,,1,good product
Vinay Girish,Not good,"Certified Buyer, Bangalore",0.0,0.0,May 2019,really niceREAD MORE,4.0,,,,,,,,,,,1,really nice
Flipkart Customer,Very Good,"Certified Buyer, Baheri",0.0,0.0,May 2019,very good productREAD MORE,5.0,,,,,,,,,,,1,good product
Vikash Mehta,Just okay,"Certified Buyer, Bangalore",0.0,0.0,May 2019,packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,4.0,,,,,,,,,,,1,packing damaged shuttle also damaged poor quality packing
Nandish Sarur ,Worthless,"Certified Buyer, Kushtagi",0.0,0.0,May 2019,good qualityREAD MORE,5.0,,,,,,,,,,,1,good quality
Flipkart Customer,Brilliant,"Certified Buyer, Gudiyatham",0.0,0.0,May 2019,I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,5.0,,,,,,,,,,,1,received genuine shuttle box flight pace level shuttlecock good little disappointed packaging seller flipkart side boxex little damaged although grateful shuttlecock damaged purchase seller thanks
